case_id,description,hc,co,co2,o2,nox,lambda_analyser,stft_b1,ltft_b1,stft_b2,ltft_b2,obd_lambda,o2_upstream_classification,o2_downstream_voltage,map,maf,rpm,ect,vehicle_speed,fuel_pressure,dtcs,ff_ect,ff_rpm,ff_load,ff_map,ff_stft_b1,ff_ltft_b1,ff_dtcs,engine_temp,primary_symptom,fuel_type,induction_type,altitude_band,emission_class,mileage_bracket,oil_consumption,ignition_age,bank_config,expected_top_fault,expected_top_fault_family,expected_state,expected_confidence_min,expected_confidence_max,expected_demotion_note_contains,expected_perception_gap,reasoning,hc_2500,co_2500,co2_2500,o2_2500,nox_2500,lambda_2500
CSV-115,Retarded intake cam; HC up CO2 down NOx<80 (vs lean: NOx>800),320,1.1,11.8,1.6,60,1.0,4,2,,,1.0,,,,,,,,,P0011,,,,,,,,normal,,petrol,,,,,,,single,Cam_Timing_Retard,cam_timing,named_fault,0.72,0.92,,false,"HC 320 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 1.1%: mild rich / pre-cat normal (0.5–1.5%). CO2 11.8%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.6%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 60 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03). Pattern: HC↑ + O2↑ + CO↑ → rich misfire (rule 3): fuel dumped, partial burn.",,,,,,
CSV-116,VVT phaser sluggish; late combustion; LOW NOx is the key tell,350,1.2,11.5,1.8,45,1.01,5,3,,,1.0,,,,,,,,,P0011,,,,,,,,normal,,petrol,,,,,,,single,Cam_Timing_Retard,cam_timing,named_fault,0.72,0.92,,false,"HC 350 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 1.2%: mild rich / pre-cat normal (0.5–1.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.8%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 45 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03). Pattern: HC↑ + O2↑ + CO↑ → rich misfire (rule 3): fuel dumped, partial burn.",,,,,,
CSV-117,Snap-throttle required: HC spikes to ~950 on snap; idle=normal; oil burn-off,950,0.6,12.5,1.4,70,1.0,2,1,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,high,,single,Valve_Stem_Seals_SnapThrottle,mechanical_wear,named_fault,0.70,0.90,,false,"HC 950 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.6%: mild rich / pre-cat normal (0.5–1.5%). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.4%: typical pre-cat residual (0.5–1.5%). NOx 70 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
CSV-118,Worn valve stem seals; HC plume on snap-throttle; bluish smoke,1100,0.7,12.2,1.5,65,0.99,3,2,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Valve_Stem_Seals_SnapThrottle,mechanical_wear,named_fault,0.70,0.90,,false,"HC 1100 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.7%: mild rich / pre-cat normal (0.5–1.5%). CO2 12.2%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 65 ppm: low — rich quench or idle without thermal load. λ 0.99: in the catalyst window (0.97–1.03).",,,,,,
CSV-119,Coolant in combustion; HC>900 + O2>3 + white sweet smoke; CO2 depressed,950,0.7,11.0,3.2,35,1.1,6,4,,,1.08,,,,,,,,,,,,,,,,,normal,,petrol,,,,,high,,single,Head_Gasket_Failure_V2,mechanical_wear,named_fault,0.73,0.93,,false,"HC 950 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.7%: mild rich / pre-cat normal (0.5–1.5%). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 3.2%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1.1: lean (≥1.05) — Brettschneider chemistry.",,,,,,
CSV-120,Severe HG breach; coolant burning in chamber; cyl-pressure cross-talk,1100,0.9,10.8,3.5,28,1.12,7,5,,,1.1,,,,,,,,,,,,,,,,,normal,,petrol,,,,,high,,single,Head_Gasket_Failure_V2,mechanical_wear,named_fault,0.73,0.93,,false,HC 1100 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.9%: mild rich / pre-cat normal (0.5–1.5%). CO2 10.8%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 3.5%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 28 ppm: low — rich quench or idle without thermal load. λ 1.12: lean (≥1.05) — Brettschneider chemistry.,,,,,,
CSV-121,Tailpipe clean (cat doing work) but LTFT>12% reveals upstream rich,30,0.1,14.5,0.3,60,1.0,5,14,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Catalyst_Masking_Mechanical_Wear,catalyst_failure,named_fault,0.65,0.85,,false,"HC 30 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 60 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
CSV-122,3-way cat masking ring blow-by; gas perfect; trims betray engine wear,35,0.12,14.3,0.35,55,1.0,6,16,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Catalyst_Masking_Mechanical_Wear,catalyst_failure,named_fault,0.65,0.85,,false,"HC 35 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.12%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.3%: healthy without-cat reference (13–14.5%). O2 0.35%: low — rich consumed the oxygen, or perfect stoich. NOx 55 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
CSV-123,Physical lean; ECU sees rich (P0172) and pulls fuel; biased O2 sensor,70,0.04,11.8,4.2,320,1.18,-18,-12,,,0.85,,,,,,,,,P0172,,,,,,,,normal,,petrol,,,,,,,single,ECU_Logic_Inversion_False_Rich,ecu_fault,named_fault,0.77,0.97,,true,"HC 70 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.04%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.8%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.2%: severe lean / large misfire / air leak (>4%). NOx 320 ppm: moderate idle/light-load combustion temperature. λ 1.18: lean (≥1.05) — Brettschneider chemistry; OBD λ=0.85 (Δ=+0.33) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
CSV-124,False-rich logic inversion; coolant-poisoned upstream O2 stuck high V,60,0.05,12.0,3.8,290,1.16,-15,-10,,,0.86,,,,,,,,,P0172,,,,,,,,normal,,petrol,,,,,,,single,ECU_Logic_Inversion_False_Rich,ecu_fault,named_fault,0.77,0.97,,true,"HC 60 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 3.8%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 290 ppm: moderate idle/light-load combustion temperature. λ 1.16: lean (≥1.05) — Brettschneider chemistry; OBD λ=0.86 (Δ=+0.30) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
CSV-125,Stuck-open injector driver; cyl floods rich; neg trims try to compensate,420,1.8,13.2,1.3,38,0.95,-8,-5,,,0.96,,,,,,,,,P0201,,,,,,,,normal,,petrol,,,,,,,single,ECU_Injector_Driver_Fail,ecu_fault,named_fault,0.75,0.95,,true,"HC 420 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 1.8%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 13.2%: healthy without-cat reference (13–14.5%). O2 1.3%: typical pre-cat residual (0.5–1.5%). NOx 38 ppm: low — rich quench or idle without thermal load. λ 0.95: rich (≤0.95) — chemistry says excess fuel.",,,,,,
CSV-126,Driver MOSFET shorted; persistent rich on cyl-1; HC up,450,2.0,13.0,1.5,35,0.94,-10,-7,,,0.95,,,,,,,,,P0201,,,,,,,,normal,,petrol,,,,,,,single,ECU_Injector_Driver_Fail,ecu_fault,named_fault,0.75,0.95,,true,"HC 450 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 2%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 13%: healthy without-cat reference (13–14.5%). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 35 ppm: low — rich quench or idle without thermal load. λ 0.94: rich (≤0.95) — chemistry says excess fuel.",,,,,,
CSV-127,Normal cold-start enrichment phase; expected ~30s after key-on,180,0.45,13.8,0.55,45,0.99,8,0,,,0.99,,,,,,,,,,,,,,,,,cold,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,HC 180 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.45%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.8%: healthy without-cat reference (13–14.5%). O2 0.55%: typical pre-cat residual (0.5–1.5%). NOx 45 ppm: low — rich quench or idle without thermal load. λ 0.99: in the catalyst window (0.97–1.03).,,,,,,
CSV-128,Cold-start: rich enrichment + retarded timing for fast cat light-off,220,0.5,13.5,0.6,50,0.98,10,0,,,0.98,,,,,,,,,,,,,,,,,cold,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,HC 220 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 0.6%: typical pre-cat residual (0.5–1.5%). NOx 50 ppm: low — rich quench or idle without thermal load. λ 0.98: in the catalyst window (0.97–1.03).,,,,,,
CSV-129,SAI stuck on; gas-λ 1.51 from injected air; trims=0% (not real lean); OBD λ=1.0,40,0.05,11.5,8.5,25,1.51,0,0,,,1.0,,,,,,,,,P0411,,,,,,,,normal,,petrol,,,,,,,single,SAI_Valve_Stuck_Open,exhaust_leak,named_fault,0.73,0.93,,true,"HC 40 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 8.5%: severe lean / large misfire / air leak (>4%). NOx 25 ppm: low — rich quench or idle without thermal load. λ 1.51: cranking / no-combustion shape (master_gas_guide §3 rule 8 — route to non-starter pipeline); OBD λ=1 (Δ=+0.51) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
CSV-130,SAI pump runs continuously; gas-λ 1.55; OBD sees stoich,45,0.06,11.2,9.0,22,1.55,0,0,,,1.0,,,,,,,,,P0411,,,,,,,,normal,,petrol,,,,,,,single,SAI_Valve_Stuck_Open,exhaust_leak,named_fault,0.73,0.93,,true,"HC 45 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.2%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 9%: severe lean / large misfire / air leak (>4%). NOx 22 ppm: low — rich quench or idle without thermal load. λ 1.55: cranking / no-combustion shape (master_gas_guide §3 rule 8 — route to non-starter pipeline); OBD λ=1 (Δ=+0.55) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
EXP-N001,1999 brake-booster diaphragm; lean only when brake pedal depressed,90,0.05,12.5,3.0,230,1.14,18,6,,,1.1,,,,,,,,,P0171,,,,,,,,normal,,petrol,turbo,,,,,,single,Vacuum_Leak_Brake_Booster_Transient,lean_condition,named_fault,0.63,0.83,,false,"HC 90 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 3%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 230 ppm: moderate idle/light-load combustion temperature. λ 1.14: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
EXP-N002,RTV silicone poisoned upstream O2; ECU sees lean adds fuel; truth=rich,450,5.5,12.0,0.3,18,0.84,25,25,,,1.05,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,ECU_Logic_Inversion_O2_Silicone,ecu_fault,named_fault,0.77,0.97,,true,"HC 450 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 5.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 18 ppm: low — rich quench or idle without thermal load. λ 0.84: rich (≤0.95) — chemistry says excess fuel; OBD λ=1.05 (Δ=-0.21) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7). Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXP-N003,1997 FPR return restricted; rail 80psi; trims maxed neg; rich won't clear,380,7.5,9.0,0.2,12,0.75,-25,-25,,,0.78,,,,,,,,,P0172,,,,,,,,normal,,petrol,,,,,,,single,Fuel_Pressure_Regulator_Return_Blocked,rich_mixture,named_fault,0.75,0.95,,false,"HC 380 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 7.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 9%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 12 ppm: low — rich quench or idle without thermal load. λ 0.75: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXP-N004,Manifold crack draws air; O2 sees lean adds fuel; truth=rich (0.92),280,2.4,11.0,1.6,35,0.92,20,15,,,1.12,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,Exhaust_Leak_PreCat_Logic_Inversion,ecu_fault,named_fault,0.73,0.93,,true,"HC 280 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 2.4%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.6%: elevated alongside high CO — rich-misfire fingerprint (fuel dumped, never lit). NOx 35 ppm: low — rich quench or idle without thermal load. λ 0.92: rich (≤0.95) — chemistry says excess fuel; OBD λ=1.12 (Δ=-0.20) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7). Pattern: HC↑ + O2↑ + CO↑ → rich misfire (rule 3): fuel dumped, partial burn.",,,,,,
EXP-N005,Frayed ground; alternator ripple mimics healthy O2 switching; truth lean,60,0.1,13.5,1.6,280,1.0,0,0,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,ECU_Ground_Ripple_O2_Blindness,ecu_fault,named_fault,0.65,0.85,,true,HC 60 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 1.6%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 280 ppm: moderate idle/light-load combustion temperature. λ 1: in the catalyst window (0.97–1.03).,,,,,,
EXP-N006,"1996 MAP drift; ECU thinks rich, trims neg; gas reality near stoich",90,0.7,13.5,0.6,110,1.0,-5,0,,,0.95,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,MAP_Sensor_Drift_Speed_Density,sensor_fault,named_fault,0.63,0.83,,false,HC 90 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.7%: mild rich / pre-cat normal (0.5–1.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 0.6%: typical pre-cat residual (0.5–1.5%). NOx 110 ppm: moderate idle/light-load combustion temperature. λ 1: in the catalyst window (0.97–1.03).,,,,,,
EXP-N007,Oil sludge restricts cam phaser; valve overlap excess; HC up + low CO2,400,0.8,13.5,0.45,70,0.99,3,1,,,1.0,,,,,,,,,P0011,,,,,,,,normal,,petrol,,,,,,,single,VVT_Phaser_Sludge_Lag,cam_timing,named_fault,0.70,0.90,,false,"HC 400 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.8%: mild rich / pre-cat normal (0.5–1.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 0.45%: low — rich consumed the oxygen, or perfect stoich. NOx 70 ppm: low — rich quench or idle without thermal load. λ 0.99: in the catalyst window (0.97–1.03).",,,,,,
EXP-N008,1qt/500mi oil burn; cat masks pre-cat HC; LTFT rising = silent decline,25,0.2,15.5,0.1,250,1.0,4,13,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,high,,single,Catalyst_Masking_Oil_Burn,catalyst_failure,named_fault,0.67,0.87,,false,"HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.2%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.1%: low — rich consumed the oxygen, or perfect stoich. NOx 250 ppm: moderate idle/light-load combustion temperature. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXP-N009,2006 dirty MAF; under-reports air; ECU under-fuels; physical lean,70,0.05,12.0,2.5,240,1.13,14,16,,,1.1,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,MAF_Underreport_Dust,lean_condition,named_fault,0.71,0.91,,false,"HC 70 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 2.5%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 240 ppm: moderate idle/light-load combustion temperature. λ 1.13: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
EXP-N010,Purge valve flooding intake with vapor; trims neg; ECU EVAP fault DTC,280,1.8,13.2,0.8,30,0.93,-15,-8,,,0.95,,,,,,,,,P0441,,,,,,,,normal,,petrol,,,,,,,single,EVAP_Purge_Stuck_Open,lean_condition,named_fault,0.70,0.90,,false,"HC 280 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 1.8%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 13.2%: healthy without-cat reference (13–14.5%). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 30 ppm: low — rich quench or idle without thermal load. λ 0.93: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXP-N011,Cracked PCV hose intermittent; idle hunts; trims swing -10 to +10,180,0.15,13.5,1.5,90,1.02,0,0,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,PCV_Hose_Cracked_Intermittent,lean_condition,named_fault,0.63,0.83,,false,HC 180 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.15%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 90 ppm: low — rich quench or idle without thermal load. λ 1.02: in the catalyst window (0.97–1.03).,,,,,,
EXP-N012,Collapsed muffler baffle; CO2 drops at load; pumping loss; no DTC,150,1.1,9.0,0.8,60,0.98,0,0,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Exhaust_Restriction_Collapsed_Baffle,catalyst_failure,named_fault,0.65,0.85,,false,HC 150 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 1.1%: mild rich / pre-cat normal (0.5–1.5%). CO2 9%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 60 ppm: low — rich quench or idle without thermal load. λ 0.98: in the catalyst window (0.97–1.03).,,,,,,
EXP-N013,HPFP leak into oil; PCV reintroduces fuel; ECU pulls but stays rich,300,2.6,12.5,0.4,28,0.88,-30,-20,,,0.85,,,,,,,,,P0172,,,,,,,,normal,,petrol,gdi,,,,,,single,GDI_HPFP_Internal_Seal_Failure,rich_mixture,named_fault,0.73,0.93,,false,"HC 300 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 2.6%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 28 ppm: low — rich quench or idle without thermal load. λ 0.88: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
